Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Obersteinbach;67;2022-03-28;67353;Grand Est;Bas-Rhin;Obersteinbach;Ruines du château de Lutzelhandt;;12e siècle;1898/12/06 : classé MH;Château de Lutzelhandt (ruines) : classement par arrêté du 6 décembre 1898;;;;;ministère chargé de l'agriculture;;Anciennement région de : Alsace;PA00084870;mediatheque.patrimoine@culture.gouv.fr;7.65529622198629;49.0452591504974;49.0452591504974,7.65529622198629
Obernai;67;2022-03-28;67348;Grand Est;Bas-Rhin;Obernai;Puits à six seaux;rue du Chanoine-Gyss;4e quart 16e siècle;1900/07/03 : classé MH;Puits à six seaux : classement par arrêté du 3 juillet 1900;;;;;;Chanoine-Gyss (rue du);Anciennement région de : Alsace;PA00084866;mediatheque.patrimoine@culture.gouv.fr;7.48174438498061;48.4625318697815;48.4625318697815,7.48174438498061
Molsheim;67;2022-03-28;67300;Grand Est;Bas-Rhin;Molsheim;Maison;14, anciennement 42 rue de Saverne;1er quart 17e siècle;1929/06/18 : inscrit MH;Façades et toitures : inscription par arrêté du 18 juin 1929;;;;;;Saverne (rue de) 14, anciennement 42;Anciennement région de : Alsace;PA00084803;mediatheque.patrimoine@culture.gouv.fr;7.49241503448873;48.5431876615002;48.5431876615002,7.49241503448873
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Pont Saint-Thomas;quai Saint-Thomas;2e quart 19e siècle;1995/05/10 : classé MH;Pont métallique (cad. 12 20) : classement par arrêté du 10 mai 1995;Polonceau Antoine-Rémy (ingénieur);;;Ce pont, encore utilisé, est l'un des deux seuls ponts métalliques antérieurs à 1850 subsistant en France. Pont en fonte construit en 1841 sur les plans d'Antoine-Rémy Polonceau. Système Polonceau breveté en 1835 (première application : le pont du Carrousel à Paris, démoli en 1935).;;Saint-Thomas (quai);Anciennement région de : Alsace;PA00085188;mediatheque.patrimoine@culture.gouv.fr;7.74492226157112;48.5789881685369;48.5789881685369,7.74492226157112
Sarre-Union;67;2022-07-20;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;29 rue du Couvent;17e siècle;1934/04/21 : inscrit MH;Porte sur rue (vantaux compris) : inscription par arrêté du 21 avril 1934;;;;;;Couvent (rue du) 29;Anciennement région de : Alsace;PA00084930;mediatheque.patrimoine@culture.gouv.fr;7.08928310643183;48.9414142694809;48.9414142694809,7.08928310643183
Dambach-la-Ville;67;2022-07-20;67084;Grand Est;Bas-Rhin;Dambach-la-Ville;Maison;53, anciennement 78 rue du Maréchal-Foch;"4e quart 16e siècle;4e quart 17e siècle";1930/01/06 : inscrit MH;Façade et toiture : inscription par arrêté du 6 janvier 1930;Krub Georges (maître de l'oeuvre);;;;;Maréchal-Foch (rue du) 53, anciennement 78;Anciennement région de : Alsace;PA00084685;mediatheque.patrimoine@culture.gouv.fr;7.42469995459704;48.3254501619814;48.3254501619814,7.42469995459704
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Château de Pourtalès;161 rue Mélanie;"18e siècle;19e siècle;20e siècle";1984/12/21 : inscrit MH;"Portail d'entrée ; façades et toitures du château y compris le mur séparatif et sa grille, entre le château et les dépendances ; vestibule d'entrée ; escalier ; pièces suivantes avec leur décor : le grand salon, les salons dits salon rouge et salon bleu, la salle à manger des adultes (cad. CX 157/6, 158/6) : inscription par arrêté du 21 décembre 1984";"Breffendille (maître de l'oeuvre);;Sigrist E. (maître de l'oeuvre)";;;;;Mélanie (rue) 161;Anciennement région de : Alsace;PA00085018;mediatheque.patrimoine@culture.gouv.fr;7.79996134885131;48.608428874588;48.608428874588,7.79996134885131
Châtenois;67;2022-07-20;67073;Grand Est;Bas-Rhin;Châtenois;Fontaine de dévotion Saint-Georges dite Le Jeriabrunne;;"14e siècle;15e siècle";2015/10/20 : inscrit MH;La fontaine de dévotion Saint-Georges, dite « Le Jeriabrunne », en totalité (cad. 26 100 et sur le chemin rural du Meisenbergweg) : inscription par arrêté du 20 octobre 2015;;;;;;;Anciennement région de : Alsace;PA67000097;mediatheque.patrimoine@culture.gouv.fr;7.39495297080578;48.2709092142262;48.2709092142262,7.39495297080578
Goersdorf;67;2022-07-20;67160;Grand Est;Bas-Rhin;Goersdorf;Eglise protestante de Mitschdorf;;;1898/12/06 : classé MH;Peintures murales dans la tour : classement par arrêté du 6 décembre 1898;;;;;;;Anciennement commune de : Mitschdorf. Anciennement région de : Alsace;PA00084717;mediatheque.patrimoine@culture.gouv.fr;7.78372368777197;48.9525588052601;48.9525588052601,7.78372368777197
Eichhoffen;67;2022-07-20;67120;Grand Est;Bas-Rhin;Eichhoffen;Chapelle Saint-Jean-Baptiste;;3e quart 16e siècle;1936/02/27 : inscrit MH;Chapelle Saint-Jean-Baptiste : inscription par arrêté du 27 février 1936;;;;;;;Anciennement région de : Alsace;PA00084703;mediatheque.patrimoine@culture.gouv.fr;7.44244612799097;48.3842565614239;48.3842565614239,7.44244612799097
Saint-Pierre-Bois;67;2022-07-20;67430;Grand Est;Bas-Rhin;Saint-Pierre-Bois;Eglise Saint-Gilles;";";"4e quart 18e siècle;1er quart 19e siècle";1992/04/13 : inscrit MH;Eglise Saint-Gilles (cad. B 1730, 1731) : inscription par arrêté du 13 avril 1992;;;;Décor intérieur peint du 19e siècle.;;;Anciennement région de : Alsace;PA00085301;mediatheque.patrimoine@culture.gouv.fr;7.36196099021967;48.336431839132;48.336431839132,7.36196099021967
Stutzheim-Offenheim;67;2022-07-20;67485;Grand Est;Bas-Rhin;Stutzheim-Offenheim;Eglise d'Offenheim;rue de l'Eglise;12e siècle;1898/12/06 : classé MH;Tour : classement par arrêté du 6 décembre 1898;;;;;;Eglise (rue de l');Anciennement région de : Alsace;PA00085199;mediatheque.patrimoine@culture.gouv.fr;7.61657102141533;48.6316802903489;48.6316802903489,7.61657102141533
Oberschaeffolsheim;67;2022-07-20;67350;Grand Est;Bas-Rhin;Oberschaeffolsheim;Cimetière (monument funéraire de Jean-François Melchior);rue du Ried;1er quart 18e siècle;1934/04/21 : inscrit MH;Monument funéraire de Jean-François Melchior, seigneur de Birchenwald, encastré dans le mur de clôture : inscription par arrêté du 21 avril 1934;;;;;;Ried (rue du);Anciennement région de : Alsace;PA00084869;mediatheque.patrimoine@culture.gouv.fr;7.64916611945236;48.5847000876403;48.5847000876403,7.64916611945236
Saint-Jean-Saverne;67;2022-07-20;67425;Grand Est;Bas-Rhin;Saint-Jean-Saverne;Cimetière;rue de la Forêt;18e siècle;1937/05/05 : inscrit MH;Calvaire : inscription par arrêté du 5 mai 1937;;;;;;Forêt (rue de la);Anciennement région de : Alsace;PA00084920;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-27;67482;Grand Est;Bas-Rhin;Strasbourg;Bâtiments canoniaux;"rue de la Nuée Bleue ; 8a quai Kellermann ; 2, 4, 6 rue Saint-Pierre-le-Jeune";"Moyen Age;4e quart 19e siècle";1999/02/10 : inscrit MH;L'église : inscription par arrêté du 12 janvier 1931;;;;Trois bâtiments canoniaux entourent le cloître (adossé au collatéral nord de l'église) , à l'est, au nord et à l'ouest. Elevés entre le 11e et le 15e siècles, ils ont pris leur volumétrie actuelle à cette époque. A la fin du 19e siècle, parallèlement à l'intervention de Karl Schäfer sur le chantier de l'église, l'architecte Richshoffer médiévalise notamment deux murs-pignons des bâtiments est et nord, devenus des enseignes commerciales.;;"Nuée Bleue (rue de la) ; Kellermann (quai) 8a ; Saint-Pierre-le-Jeune (rue) 2, 4, 6";Anciennement région de : Alsace;PA67000038;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Cour du Corbeau ou Hôtel dit du Corbeau;1 quai des Bateliers;"14e siècle;18e siècle";"1930/09/08 : classé MH ; 1933/05/04 : classé MH";Les parties anciennes (nef, fonts baptismaux et clocher) en totalité, à l'exception des parties classées (cad. AR 3) : inscription par arrêté du 20 avril 2006 - La façade occidentale (cad. AR 3) : classement par arrêté du 12 avril 2007;;;;;;Bateliers (quai des) 1;Anciennement région de : Alsace;PA00085051;mediatheque.patrimoine@culture.gouv.fr;7.75213905390225;48.5790996266065;48.5790996266065,7.75213905390225
Strasbourg;67;2022-02-21;67482;Grand Est;Bas-Rhin;Strasbourg;Tour et pavillon de plaisance, dits Breuscheckschlössel;33 rue de la Tour;"2e moitié 14e siècle;1ère moitié 19e siècle";1985/12/30 : inscrit MH;Choeur et transept : classement par arrêté du 10 décembre 1915;;;;;;Tour (rue de la) 33;Anciennement région de : Alsace;PA00085194;mediatheque.patrimoine@culture.gouv.fr;7.71441667014412;48.5764985742378;48.5764985742378,7.71441667014412
Soultz-sous-Forêts;67;2022-05-28;67474;Grand Est;Bas-Rhin;Soultz-sous-Forêts;Eglise simultanée Saint-Jean-Baptiste de Hohwiller;rue Principale;2e moitié 15e siècle;"1898/12/06 : classé MH ; 1997/02/21 : inscrit MH";Lanterne des Morts : classement par arrêté du 12 juillet 1886;;;;Le choeur polygonal voûté sur croisée d'ogives est l'élément le plus ancien de l'église et remonte au 15e siècle. Le cycle de peintures murales a probablement été éxécuté en 1491 (murs et voûtes du choeur). Une nef et un clocher-porche ont été ajoutés au 18e siècle.;;Principale (rue);Anciennement commune de : Hohwiller. Anciennement région de : Alsace;PA00084752;mediatheque.patrimoine@culture.gouv.fr;7.90488315120354;48.926586471084;48.926586471084,7.90488315120354
Molsheim;67;2022-03-28;67300;Grand Est;Bas-Rhin;Molsheim;Mont des Oliviers;place de l'Eglise;1ère moitié 18e siècle;1929/06/18 : inscrit MH;Porte dite de l'Horloge avec les deux tours qui l'encadrent : classement par arrêté du 31 mars 1916;;;;;;Eglise (place de l');Anciennement région de : Alsace;PA00084799;mediatheque.patrimoine@culture.gouv.fr;7.4965794058;48.5404999550735;48.5404999550735,7.4965794058
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;7 place Saint-Etienne;;1929/10/24 : inscrit MH;Eglise : classement par arrêté du 3 mai 1913;;;;;;Saint-Etienne (place) 7;Anciennement région de : Alsace;PA00085160;mediatheque.patrimoine@culture.gouv.fr;7.75447266079594;48.5833444941398;48.5833444941398,7.75447266079594
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;2 rue de Poumon;2e moitié 16e siècle;1929/06/13 : inscrit MH;Château de Châteaubrun (vestiges) : inscription par arrêté du 27 mars 1926;;;;;;Poumon (rue de) 2;Anciennement région de : Alsace;PA00085152;mediatheque.patrimoine@culture.gouv.fr;7.74902693615526;48.5806528514937;48.5806528514937,7.74902693615526
Haguenau;67;2021-02-02;67180;Grand Est;Bas-Rhin;Haguenau;Porte de Wissembourg;;4e quart 16e siècle;1930/04/05 : inscrit MH;En totalité, le mausolée de Bourgogne, son mur de clôture avec sa grille et son fossé maçonné, situé dans le cimetière de Bourgogne-Fresne, sur la parcelle n°22, figurant au cadastre section AA : inscription par arrêté du 24 avril 2020;;;;;;;Anciennement région de : Alsace;PA00084739;mediatheque.patrimoine@culture.gouv.fr;7.79144580775448;48.8209597688837;48.8209597688837,7.79144580775448
Hoffen;67;2022-04-20;67206;Grand Est;Bas-Rhin;Hoffen;Eglise protestante de Leiterswiller;rue des Eglises;"2e moitié 15e siècle;17e siècle;18e siècle";1924/03/13 : classé MH;La caborde en totalité (cad. LO 147) : inscription par arrêté du 6 mai 2013;;;;;;Eglises (rue des);Anciennement région de : Alsace;PA00084750;mediatheque.patrimoine@culture.gouv.fr;7.94736855506316;48.9244153868545;48.9244153868545,7.94736855506316
Strasbourg;67;2021-02-02;67482;Grand Est;Bas-Rhin;Strasbourg;Eglise Saint-Etienne;2 rue de la Pierre-Large;;1862 : classé MH;L'abri du marin en totalité (cad. AM 62) : inscription par arrêté du 1er octobre 2007;;;;;;Pierre-Large (rue de la) 2;Anciennement région de : Alsace;PA00085025;mediatheque.patrimoine@culture.gouv.fr;7.75592270355784;48.5834508763998;48.5834508763998,7.75592270355784
Krautergersheim;67;2022-07-20;67248;Grand Est;Bas-Rhin;Krautergersheim;Ancienne mairie dite Laube;1 rue de l'Ecole;"3e quart 16e siècle;19e siècle";1986/03/26 : inscrit MH;Porte du 14e siècle sur cour : inscription par arrêté du 31 mai 1927;;;;;;Ecole (rue de l') 1;Anciennement région de : Alsace;PA00084764;mediatheque.patrimoine@culture.gouv.fr;7.56582580417108;48.4762150832807;48.4762150832807,7.56582580417108
Froeschwiller;67;2022-07-20;67147;Grand Est;Bas-Rhin;Froeschwiller;Banc-reposoir dit Banc du roi de Rome;C.D. 28;1er quart 19e siècle;1982/10/20 : inscrit MH;Château, y compris la terrasse avec sa salle des Gardes, l'exèdre située face à l'entrée, les communs avec la fontaine, la maison du gardien et le portail d'entrée du parc (cad. C 231, 232, 293) : classement par arrêté du 10 mai 1988 - Le parc du château (cad. C 236, 237, 296) : inscription par arrêté du 9 février 1993;;;;Commanditaire : le préfet Adrien Lezay Marnesia.;;C.D. 28;Anciennement région de : Alsace;PA00084713;mediatheque.patrimoine@culture.gouv.fr;7.71034534300486;48.944291025654;48.944291025654,7.71034534300486
Lauterbourg;67;2022-07-20;67261;Grand Est;Bas-Rhin;Lauterbourg;Hotel de ville;21 rue de la Première Armée;2e quart 18e siècle;1932/05/11 : inscrit MH;Façades et toitures sur la place avec retour sur les rues de Chartres et Toutfaire (cad. A 421) : inscription par arrêté du 18 août 1953;;;;;;Première Armée (rue de la) 21;Anciennement région de : Alsace;PA00084771;mediatheque.patrimoine@culture.gouv.fr;8.17647053024556;48.9748092914754;48.9748092914754,8.17647053024556
Dahlenheim;67;2022-07-20;67081;Grand Est;Bas-Rhin;Dahlenheim;Puits daté de 1563;place de l'Eglise;3e quart 16e siècle;1935/04/25 : inscrit MH;Façades et toiture : inscription par arrêté du 22 mars 1934;;;;;;Eglise (place de l');Anciennement région de : Alsace;PA00084670;mediatheque.patrimoine@culture.gouv.fr;7.50613499563623;48.5861921867909;48.5861921867909,7.50613499563623
Allenwiller;67;2022-07-20;67004;Grand Est;Bas-Rhin;Allenwiller;Banc-reposoir napoléonien;C.D. 817, à proximité de la parcelle A 987;3e quart 19e siècle;1988/05/09 : inscrit MH;Façade et toiture sur rue de l'hôtel (sauf le bâtiment clôturant la cour) (cad. 09 : 02 AR 27) : inscription par arrêté du 30 décembre 1977;;;;Ce banc a été commandité par le Préfet.;;C.D. 817, à proximité de la parcelle A 987;Anciennement région de : Alsace;PA00084579;mediatheque.patrimoine@culture.gouv.fr;7.38524966274018;48.6504397268442;48.6504397268442,7.38524966274018
Molsheim;67;2022-07-20;67300;Grand Est;Bas-Rhin;Molsheim;Ancien couvent d'Augustines Notre-Dame;"avenue de la Gare ; rue Notre-Dame";3e quart 19e siècle;2002/04/05 : inscrit MH;Les façades et toitures de la tour ronde du 14e siècle, les façades et toitures de la chapelle et du couloir de circulation lié à la chapelle, enfin les murs d'enceinte, y compris les tourelles et les trois portails sculptés de style Renaissance (cad. E 481) : inscription par arrêté du 8 avril 2009;Vautrin Claude-Léon (architecte);;;Les Chanoinesses régulières de Saint Augustin arrivent à Molsheim en 1836 et installent leur pensionnat pour jeunes filles dans l'ancien collège des Jésuites. Entre 1863 et 1867, une église de style neo-gothique est édifiée par l'architecte Claude-Léon Vautrin.;;"Gare (avenue de la) ; Notre-Dame (rue)";Anciennement région de : Alsace;PA67000056;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Maison du sculpteur Alfred Marzolff;3 rue des Pontonniers;1er quart 20e siècle;2002/04/05 : inscrit MH;Eglise : inscription par arrêté du 6 mars 1928;"Oberthur Gustave (architecte);;Marzolff Alfred (sculpteur)";;;Maison de style néo-Renaissance édifiée en 1903 par l'architecte Gustave Oberthur pour le sculpteur Alfred Marzolff qui y établit son habitation et ses ateliers.;;Pontonniers (rue des) 3;Anciennement région de : Alsace;PA67000060;mediatheque.patrimoine@culture.gouv.fr;;;
Seltz;67;2022-07-20;67463;Grand Est;Bas-Rhin;Seltz;Vestiges de l'abbaye Saint-Barthélémy;;1ère moitié 14e siècle;1995/09/12 : inscrit MH;L'usine du Baril, en totalité, comprenant la cheminée et les vestiges de l'usine, tant en élévation qu'archéologiques, situés au lieu-dit Le Baril, sur les parcelles n°83 et 159, figurant au cadastre section AY : inscription par arrêté du 22 mars 2022;;;;Ensemble claustral (du troisisème couvent) daté du début du 14e siècle. Originalité du plan de son église abbatiale (seul exemple en Alsace de choeur cantonné de chapelles biaises avec Saint-Georges de Sélestat).;;;Anciennement région de : Alsace;PA67000087;mediatheque.patrimoine@culture.gouv.fr;8.09992440590764;48.8996014825145;48.8996014825145,8.09992440590764
